Instant,Date,Season,Year,Month,Hour,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Windspeed,Not_Registered,Registered,Count
6570,10/6/11,4,0,10,7,0,4,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,62,8.076580258,15,287,302
6571,10/6/11,4,0,10,8,0,4,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,62,6.835950919,20,437,457
6572,10/6/11,4,0,10,9,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,63,8.076580258,20,188,208
6573,10/6/11,4,0,10,10,0,4,1,1,70.376,21.32,0.52,77,25,0.5,52,0,24,105,129
6574,10/6/11,4,0,10,11,0,4,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,49,0,29,115,144
6575,10/6/11,4,0,10,12,0,4,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,49,3.730214387,46,180,226
6576,10/6/11,4,0,10,13,0,4,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,46,3.730214387,33,158,191
6577,10/6/11,4,0,10,14,0,4,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,43,3.730214387,56,139,195
6578,10/6/11,4,0,10,15,0,4,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,46,5.591158395,62,157,219
6579,10/6/11,4,0,10,16,0,4,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,49,8.076580258,51,272,323
6580,10/6/11,4,0,10,17,0,4,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,52,5.591158395,63,505,568
6581,10/6/11,4,0,10,18,0,4,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,64,3.730214387,59,479,538
6582,10/6/11,4,0,10,19,0,4,1,1,70.376,21.32,0.52,77,25,0.5,59,4.350529057,38,305,343
6583,10/6/11,4,0,10,20,0,4,1,1,68.9,20.5,0.5,75.632,24.24,0.4848,77,4.350529057,29,231,260
6584,10/6/11,4,0,10,21,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,3.730214387,34,161,195
6585,10/6/11,4,0,10,22,0,4,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,82,0,24,124,148
6586,10/6/11,4,0,10,23,0,4,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,3.730214387,18,81,99
6587,10/7/11,4,0,10,0,0,5,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,19,48,67
6588,10/7/11,4,0,10,1,0,5,1,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,3,25,28
6589,10/7/11,4,0,10,2,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,88,0,0,5,5
6590,10/7/11,4,0,10,3,0,5,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,87,0,1,9,10
6591,10/7/11,4,0,10,4,0,5,1,1,61.52,16.4,0.4,68.819,20.455,0.4091,87,4.350529057,0,5,5
6592,10/7/11,4,0,10,5,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,82,0,3,24,27
6593,10/7/11,4,0,10,6,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,88,0,3,84,87
6594,10/7/11,4,0,10,7,0,5,1,1,62.996,17.22,0.42,70.178,21.21,0.4242,94,0,5,237,242
6595,10/7/11,4,0,10,8,0,5,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,82,0,31,386,417
6596,10/7/11,4,0,10,9,0,5,1,1,67.424,19.68,0.48,74.273,23.485,0.4697,77,0,34,207,241
6597,10/7/11,4,0,10,10,0,5,1,1,70.376,21.32,0.52,77,25,0.5,68,3.730214387,48,126,174
6598,10/7/11,4,0,10,11,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,63,0,80,150,230
6599,10/7/11,4,0,10,12,0,5,1,1,76.28,24.6,0.6,87.908,31.06,0.6212,53,0,61,174,235
6600,10/7/11,4,0,10,13,0,5,1,1,76.28,24.6,0.6,87.908,31.06,0.6212,46,0,95,210,305
6601,10/7/11,4,0,10,14,0,5,1,1,77.756,25.42,0.62,87.908,31.06,0.6212,50,0,77,179,256
6602,10/7/11,4,0,10,15,0,5,1,1,80.708,27.06,0.66,87.908,31.06,0.6212,41,0,68,202,270
6603,10/7/11,4,0,10,16,0,5,1,1,79.232,26.24,0.64,87.908,31.06,0.6212,44,0,73,346,419
6604,10/7/11,4,0,10,17,0,5,1,1,76.28,24.6,0.6,87.908,31.06,0.6212,56,10.56200212,101,462,563
6605,10/7/11,4,0,10,18,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,60,3.730214387,94,371,465
6606,10/7/11,4,0,10,19,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,52,0,51,243,294
6607,10/7/11,4,0,10,20,0,5,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,49,0,30,167,197
6608,10/7/11,4,0,10,21,0,5,1,1,68.9,20.5,0.5,75.632,24.24,0.4848,68,0,22,144,166
6609,10/7/11,4,0,10,22,0,5,1,1,68.9,20.5,0.5,75.632,24.24,0.4848,68,0,27,119,146
6610,10/7/11,4,0,10,23,0,5,1,1,68.9,20.5,0.5,75.632,24.24,0.4848,63,0,23,113,136
6611,10/8/11,4,0,10,0,0,6,0,1,67.424,19.68,0.48,74.273,23.485,0.4697,72,0,17,72,89
6612,10/8/11,4,0,10,1,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,82,0,14,51,65
6613,10/8/11,4,0,10,2,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,82,0,4,41,45
6614,10/8/11,4,0,10,3,0,6,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,4,16,20
6615,10/8/11,4,0,10,4,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,94,5.591158395,3,7,10
6616,10/8/11,4,0,10,5,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,88,4.350529057,1,7,8
6617,10/8/11,4,0,10,6,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,94,0,6,16,22
6618,10/8/11,4,0,10,7,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,94,3.730214387,27,46,73
6619,10/8/11,4,0,10,8,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,82,0,14,89,103
6620,10/8/11,4,0,10,9,0,6,0,1,68.9,20.5,0.5,75.632,24.24,0.4848,77,0,54,163,217
6621,10/8/11,4,0,10,10,0,6,0,1,70.376,21.32,0.52,77,25,0.5,77,0,120,217,337
6622,10/8/11,4,0,10,11,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,56,0,176,221,397
6623,10/8/11,4,0,10,12,0,6,0,1,77.756,25.42,0.62,87.908,31.06,0.6212,35,0,191,255,446
6624,10/8/11,4,0,10,13,0,6,0,1,77.756,25.42,0.62,87.908,31.06,0.6212,46,4.350529057,256,229,485
6625,10/8/11,4,0,10,14,0,6,0,1,77.756,25.42,0.62,87.908,31.06,0.6212,50,3.730214387,251,214,465
6626,10/8/11,4,0,10,15,0,6,0,1,80.708,27.06,0.66,87.908,31.06,0.6212,39,0,262,234,496
6627,10/8/11,4,0,10,16,0,6,0,1,79.232,26.24,0.64,87.908,31.06,0.6212,44,3.730214387,221,230,451
6628,10/8/11,4,0,10,17,0,6,0,1,77.756,25.42,0.62,87.908,31.06,0.6212,50,5.591158395,174,219,393
6629,10/8/11,4,0,10,18,0,6,0,1,76.28,24.6,0.6,87.908,31.06,0.6212,46,4.350529057,135,224,359
6630,10/8/11,4,0,10,19,0,6,0,1,71.852,22.14,0.54,78.368,25.76,0.5152,68,5.591158395,76,172,248
6631,10/8/11,4,0,10,20,0,6,0,1,70.376,21.32,0.52,77,25,0.5,77,4.350529057,78,124,202
6632,10/8/11,4,0,10,21,0,6,0,1,70.376,21.32,0.52,77,25,0.5,77,0,54,133,187
6633,10/8/11,4,0,10,22,0,6,0,1,68.9,20.5,0.5,75.632,24.24,0.4848,77,0,45,104,149
6634,10/8/11,4,0,10,23,0,6,0,1,67.424,19.68,0.48,74.273,23.485,0.4697,88,0,52,90,142
6635,10/9/11,4,0,10,0,0,0,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,3.730214387,46,83,129
6636,10/9/11,4,0,10,1,0,0,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,0,15,63,78
6637,10/9/11,4,0,10,2,0,0,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,0,20,35,55
6638,10/9/11,4,0,10,3,0,0,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,10,20,30
6639,10/9/11,4,0,10,4,0,0,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,7,7,14
6640,10/9/11,4,0,10,5,0,0,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,1,14,15
6641,10/9/11,4,0,10,6,0,0,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,88,0,7,14,21
6642,10/9/11,4,0,10,7,0,0,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,86,0,18,26,44
6643,10/9/11,4,0,10,8,0,0,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,0,25,82,107
6644,10/9/11,4,0,10,9,0,0,0,1,68.9,20.5,0.5,75.632,24.24,0.4848,77,0,66,119,185
6645,10/9/11,4,0,10,10,0,0,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,68,3.730214387,155,210,365
6646,10/9/11,4,0,10,11,0,0,0,1,77.756,25.42,0.62,87.908,31.06,0.6212,53,3.730214387,189,234,423
6647,10/9/11,4,0,10,12,0,0,0,1,79.232,26.24,0.64,87.908,31.06,0.6212,44,3.730214387,212,243,455
6648,10/9/11,4,0,10,13,0,0,0,1,80.708,27.06,0.66,87.908,31.06,0.6212,44,3.730214387,225,193,418
6649,10/9/11,4,0,10,14,0,0,0,1,82.184,27.88,0.68,89.276,31.82,0.6364,47,6.835950919,272,228,500
6650,10/9/11,4,0,10,15,0,0,0,1,82.184,27.88,0.68,89.276,31.82,0.6364,51,6.835950919,198,209,407
6651,10/9/11,4,0,10,16,0,0,0,1,80.708,27.06,0.66,87.908,31.06,0.6212,50,5.591158395,223,247,470
6652,10/9/11,4,0,10,17,0,0,0,1,77.756,25.42,0.62,86.549,30.305,0.6061,61,4.350529057,208,230,438
6653,10/9/11,4,0,10,18,0,0,0,1,79.232,26.24,0.64,87.908,31.06,0.6212,50,4.350529057,186,228,414
6654,10/9/11,4,0,10,19,0,0,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,73,3.730214387,116,186,302
6655,10/9/11,4,0,10,20,0,0,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,73,4.350529057,59,134,193
6656,10/9/11,4,0,10,21,0,0,0,1,71.852,22.14,0.54,78.368,25.76,0.5152,83,4.350529057,53,120,173
6657,10/9/11,4,0,10,22,0,0,0,2,70.376,21.32,0.52,77,25,0.5,94,0,48,104,152
6658,10/9/11,4,0,10,23,0,0,0,1,68.9,20.5,0.5,75.632,24.24,0.4848,88,4.350529057,38,85,123
6659,10/10/11,4,0,10,0,1,1,0,1,68.9,20.5,0.5,75.632,24.24,0.4848,94,0,11,42,53
6660,10/10/11,4,0,10,1,1,1,0,1,67.424,19.68,0.48,74.273,23.485,0.4697,88,0,4,30,34
6661,10/10/11,4,0,10,2,1,1,0,1,67.424,19.68,0.48,74.273,23.485,0.4697,88,0,4,15,19
6662,10/10/11,4,0,10,3,1,1,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,0,2,9,11
6663,10/10/11,4,0,10,4,1,1,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,94,0,2,4,6
6664,10/10/11,4,0,10,5,1,1,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,94,0,2,19,21
6665,10/10/11,4,0,10,6,1,1,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,94,0,5,39,44
6666,10/10/11,4,0,10,7,1,1,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,88,0,12,102,114
6667,10/10/11,4,0,10,8,1,1,0,1,70.376,21.32,0.52,77,25,0.5,83,0,27,227,254
6668,10/10/11,4,0,10,9,1,1,0,1,71.852,22.14,0.54,78.368,25.76,0.5152,77,0,58,161,219
6669,10/10/11,4,0,10,10,1,1,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,73,6.835950919,107,158,265
6670,10/10/11,4,0,10,11,1,1,0,1,77.756,25.42,0.62,86.549,30.305,0.6061,69,3.730214387,139,183,322
6671,10/10/11,4,0,10,12,1,1,0,2,83.66,28.7,0.7,90.635,32.575,0.6515,48,3.730214387,164,201,365
6672,10/10/11,4,0,10,13,1,1,0,1,85.136,29.52,0.72,90.635,32.575,0.6515,37,0,146,219,365
6673,10/10/11,4,0,10,14,1,1,0,1,86.612,30.34,0.74,90.635,32.575,0.6515,37,0,147,223,370
6674,10/10/11,4,0,10,15,1,1,0,2,85.136,29.52,0.72,90.635,32.575,0.6515,42,4.350529057,130,254,384
6675,10/10/11,4,0,10,16,1,1,0,2,83.66,28.7,0.7,89.276,31.82,0.6364,45,3.730214387,154,248,402
6676,10/10/11,4,0,10,17,1,1,0,2,80.708,27.06,0.66,87.908,31.06,0.6212,54,4.350529057,125,334,459
6677,10/10/11,4,0,10,18,1,1,0,2,79.232,26.24,0.64,87.908,31.06,0.6212,53,0,108,365,473
6678,10/10/11,4,0,10,19,1,1,0,2,74.804,23.78,0.58,81.095,27.275,0.5455,78,3.730214387,69,267,336
6679,10/10/11,4,0,10,20,1,1,0,1,76.28,24.6,0.6,85.181,29.545,0.5909,73,0,37,188,225
6680,10/10/11,4,0,10,21,1,1,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,3.730214387,27,148,175
6681,10/10/11,4,0,10,22,1,1,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,88,3.730214387,22,104,126
6682,10/10/11,4,0,10,23,1,1,0,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,4.350529057,12,63,75
6683,10/11/11,4,0,10,0,0,2,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,0,14,16,30
6684,10/11/11,4,0,10,1,0,2,1,2,70.376,21.32,0.52,77,25,0.5,94,3.730214387,2,9,11
6685,10/11/11,4,0,10,2,0,2,1,2,70.376,21.32,0.52,77,25,0.5,94,5.591158395,1,4,5
6686,10/11/11,4,0,10,3,0,2,1,2,70.376,21.32,0.52,77,25,0.5,88,4.350529057,2,1,3
6687,10/11/11,4,0,10,4,0,2,1,2,70.376,21.32,0.52,77,25,0.5,88,5.591158395,0,5,5
6688,10/11/11,4,0,10,5,0,2,1,2,70.376,21.32,0.52,77,25,0.5,88,0,0,20,20
6689,10/11/11,4,0,10,6,0,2,1,1,70.376,21.32,0.52,77,25,0.5,83,3.730214387,9,114,123
6690,10/11/11,4,0,10,7,0,2,1,2,70.376,21.32,0.52,77,25,0.5,88,3.730214387,19,333,352
6691,10/11/11,4,0,10,8,0,2,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,83,4.350529057,31,375,406
6692,10/11/11,4,0,10,9,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,69,0,40,195,235
6693,10/11/11,4,0,10,10,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,69,5.591158395,38,111,149
6694,10/11/11,4,0,10,11,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,73,6.835950919,31,92,123
6695,10/11/11,4,0,10,12,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,73,6.835950919,51,130,181
6696,10/11/11,4,0,10,13,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,73,8.076580258,42,138,180
6697,10/11/11,4,0,10,14,0,2,1,3,76.28,24.6,0.6,85.181,29.545,0.5909,73,4.350529057,54,117,171
6698,10/11/11,4,0,10,15,0,2,1,2,76.28,24.6,0.6,83.822,28.79,0.5758,78,6.835950919,36,139,175
6699,10/11/11,4,0,10,16,0,2,1,2,76.28,24.6,0.6,85.181,29.545,0.5909,73,6.835950919,63,257,320
6700,10/11/11,4,0,10,17,0,2,1,2,76.28,24.6,0.6,83.822,28.79,0.5758,78,10.56200212,70,534,604
6701,10/11/11,4,0,10,18,0,2,1,2,76.28,24.6,0.6,83.822,28.79,0.5758,78,9.321372782,46,493,539
6702,10/11/11,4,0,10,19,0,2,1,2,74.804,23.78,0.58,81.095,27.275,0.5455,83,9.321372782,33,285,318
6703,10/11/11,4,0,10,20,0,2,1,2,74.804,23.78,0.58,81.095,27.275,0.5455,83,9.321372782,31,203,234
6704,10/11/11,4,0,10,21,0,2,1,2,74.804,23.78,0.58,81.095,27.275,0.5455,78,8.076580258,17,158,175
6705,10/11/11,4,0,10,22,0,2,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,83,8.076580258,27,120,147
6706,10/11/11,4,0,10,23,0,2,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,83,11.80679465,10,47,57
6707,10/12/11,4,0,10,0,0,3,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,83,5.591158395,2,23,25
6708,10/12/11,4,0,10,1,0,3,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,83,5.591158395,2,8,10
6709,10/12/11,4,0,10,2,0,3,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,83,11.80679465,0,2,2
6710,10/12/11,4,0,10,3,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,12.42710931,0,2,2
6711,10/12/11,4,0,10,4,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,16.1573237,1,6,7
6712,10/12/11,4,0,10,5,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,13.67190184,0,22,22
6713,10/12/11,4,0,10,6,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,10.56200212,5,107,112
6714,10/12/11,4,0,10,7,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,16.1573237,15,244,259
6715,10/12/11,4,0,10,8,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,16.1573237,27,377,404
6716,10/12/11,4,0,10,9,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,18.64274556,14,183,197
6717,10/12/11,4,0,10,10,0,3,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,88,16.1573237,15,98,113
6718,10/12/11,4,0,10,11,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,13.67190184,18,102,120
6719,10/12/11,4,0,10,12,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,88,13.67190184,9,53,62
6720,10/12/11,4,0,10,13,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,88,9.321372782,25,76,101
6721,10/12/11,4,0,10,14,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,11.80679465,8,70,78
6722,10/12/11,4,0,10,15,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,10.56200212,3,42,45
6723,10/12/11,4,0,10,16,0,3,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,88,9.321372782,5,50,55
6724,10/12/11,4,0,10,17,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,9.321372782,16,235,251
6725,10/12/11,4,0,10,18,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,5.591158395,11,161,172
6726,10/12/11,4,0,10,19,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,5.591158395,7,102,109
6727,10/12/11,4,0,10,20,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,4.350529057,9,81,90
6728,10/12/11,4,0,10,21,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,100,4.350529057,9,74,83
6729,10/12/11,4,0,10,22,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,3.730214387,3,40,43
6730,10/12/11,4,0,10,23,0,3,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,94,3.730214387,13,41,54
6731,10/13/11,4,0,10,0,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,94,5.591158395,1,14,15
6732,10/13/11,4,0,10,1,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,94,0,3,9,12
6733,10/13/11,4,0,10,2,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,94,0,0,4,4
6734,10/13/11,4,0,10,3,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,100,8.076580258,2,4,6
6735,10/13/11,4,0,10,4,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,100,4.350529057,2,5,7
6736,10/13/11,4,0,10,5,0,4,1,2,71.852,22.14,0.54,78.368,25.76,0.5152,100,4.350529057,1,16,17
6737,10/13/11,4,0,10,6,0,4,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,100,3.730214387,1,51,52
6738,10/13/11,4,0,10,7,0,4,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,100,5.591158395,5,76,81
6739,10/13/11,4,0,10,8,0,4,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,100,3.730214387,10,199,209
6740,10/13/11,4,0,10,9,0,4,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,100,4.350529057,3,106,109
6741,10/13/11,4,0,10,10,0,4,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,100,5.591158395,16,53,69
6742,10/13/11,4,0,10,11,0,4,1,2,77.756,25.42,0.62,83.822,28.79,0.5758,83,0,8,76,84
6743,10/13/11,4,0,10,12,0,4,1,2,77.756,25.42,0.62,82.454,28.03,0.5606,88,0,10,95,105
6744,10/13/11,4,0,10,13,0,4,1,2,79.232,26.24,0.64,83.822,28.79,0.5758,83,6.835950919,20,142,162
6745,10/13/11,4,0,10,14,0,4,1,1,80.708,27.06,0.66,86.549,30.305,0.6061,78,8.076580258,22,111,133
6746,10/13/11,4,0,10,15,0,4,1,1,80.708,27.06,0.66,86.549,30.305,0.6061,78,8.076580258,27,128,155
6747,10/13/11,4,0,10,16,0,4,1,1,80.708,27.06,0.66,87.908,31.06,0.6212,74,9.321372782,36,240,276
6748,10/13/11,4,0,10,17,0,4,1,3,77.756,25.42,0.62,83.822,28.79,0.5758,83,10.56200212,47,432,479
6749,10/13/11,4,0,10,18,0,4,1,3,77.756,25.42,0.62,83.822,28.79,0.5758,83,10.56200212,20,248,268
6750,10/13/11,4,0,10,19,0,4,1,2,77.756,25.42,0.62,83.822,28.79,0.5758,83,6.835950919,18,187,205
6751,10/13/11,4,0,10,20,0,4,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,11.80679465,15,166,181
6752,10/13/11,4,0,10,21,0,4,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,8.076580258,8,115,123
6753,10/13/11,4,0,10,22,0,4,1,1,77.756,25.42,0.62,83.822,28.79,0.5758,83,8.076580258,13,101,114
6754,10/13/11,4,0,10,23,0,4,1,2,74.804,23.78,0.58,81.095,27.275,0.5455,88,8.076580258,2,45,47
6755,10/14/11,4,0,10,0,0,5,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,94,3.730214387,10,29,39
6756,10/14/11,4,0,10,1,0,5,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,94,5.591158395,8,16,24
6757,10/14/11,4,0,10,2,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,94,6.835950919,0,6,6
6758,10/14/11,4,0,10,3,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,94,5.591158395,1,6,7
6759,10/14/11,4,0,10,4,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,94,8.076580258,0,8,8
6760,10/14/11,4,0,10,5,0,5,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,94,6.835950919,0,17,17
6761,10/14/11,4,0,10,6,0,5,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,88,8.076580258,4,90,94
6762,10/14/11,4,0,10,7,0,5,1,3,73.328,22.96,0.56,79.727,26.515,0.5303,88,8.076580258,10,137,147
6763,10/14/11,4,0,10,8,0,5,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,90,6.835950919,23,186,209
6764,10/14/11,4,0,10,9,0,5,1,2,73.328,22.96,0.56,79.727,26.515,0.5303,94,9.321372782,16,164,180
6765,10/14/11,4,0,10,10,0,5,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,88,14.91253118,17,108,125
6766,10/14/11,4,0,10,11,0,5,1,3,70.376,21.32,0.52,77,25,0.5,88,6.835950919,11,76,87
6767,10/14/11,4,0,10,12,0,5,1,3,70.376,21.32,0.52,77,25,0.5,88,6.835950919,13,62,75
6768,10/14/11,4,0,10,13,0,5,1,1,73.328,22.96,0.56,79.727,26.515,0.5303,73,14.91253118,18,114,132
6769,10/14/11,4,0,10,14,0,5,1,1,77.756,25.42,0.62,87.908,31.06,0.6212,43,14.91253118,37,119,156
6770,10/14/11,4,0,10,15,0,5,1,1,77.756,25.42,0.62,87.908,31.06,0.6212,43,11.80679465,61,169,230
6771,10/14/11,4,0,10,16,0,5,1,1,76.28,24.6,0.6,87.908,31.06,0.6212,43,9.321372782,80,264,344
6772,10/14/11,4,0,10,17,0,5,1,1,74.804,23.78,0.58,81.095,27.275,0.5455,46,17.39795304,55,426,481
6773,10/14/11,4,0,10,18,0,5,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,39,11.80679465,62,361,423
6774,10/14/11,4,0,10,19,0,5,1,1,71.852,22.14,0.54,78.368,25.76,0.5152,39,13.67190184,27,221,248
6775,10/14/11,4,0,10,20,0,5,1,1,70.376,21.32,0.52,77,25,0.5,42,8.076580258,19,177,196
6776,10/14/11,4,0,10,21,0,5,1,1,68.9,20.5,0.5,75.632,24.24,0.4848,45,8.076580258,22,156,178
6777,10/14/11,4,0,10,22,0,5,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,59,9.321372782,20,123,143
6778,10/14/11,4,0,10,23,0,5,1,1,65.948,18.86,0.46,72.905,22.725,0.4545,59,6.835950919,15,80,95
6779,10/15/11,4,0,10,0,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,55,4.350529057,18,88,106
6780,10/15/11,4,0,10,1,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,55,10.56200212,9,64,73
6781,10/15/11,4,0,10,2,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,59,8.076580258,17,39,56
6782,10/15/11,4,0,10,3,0,6,0,1,64.472,18.04,0.44,71.546,21.97,0.4394,62,8.076580258,5,18,23
6783,10/15/11,4,0,10,4,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,67,5.591158395,0,6,6
6784,10/15/11,4,0,10,5,0,6,0,1,62.996,17.22,0.42,70.178,21.21,0.4242,71,6.835950919,1,6,7
6785,10/15/11,4,0,10,6,0,6,0,1,61.52,16.4,0.4,68.819,20.455,0.4091,71,0,5,15,20
6786,10/15/11,4,0,10,7,0,6,0,1,61.52,16.4,0.4,68.819,20.455,0.4091,76,4.350529057,17,40,57
6787,10/15/11,4,0,10,8,0,6,0,1,65.948,18.86,0.46,72.905,22.725,0.4545,59,11.80679465,24,101,125
6788,10/15/11,4,0,10,9,0,6,0,1,70.376,21.32,0.52,77,25,0.5,48,12.42710931,50,157,207
6789,10/15/11,4,0,10,10,0,6,0,1,71.852,22.14,0.54,78.368,25.76,0.5152,45,18.64274556,115,207,322
6790,10/15/11,4,0,10,11,0,6,0,1,73.328,22.96,0.56,79.727,26.515,0.5303,40,16.1573237,153,221,374
6791,10/15/11,4,0,10,12,0,6,0,1,74.804,23.78,0.58,81.095,27.275,0.5455,35,22.98911144,195,261,456
