Instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Humidity_Normalized,Windspeed,Windspeed_Normalized,Not_Registered,Registered,Count
342,12/8/11,4,0,12,0,4,1,1,51.6184754,10.899153,0.265833,55.12442,12.8469,0.256938,58,0.58,9.994060328,0.240058,150,3172,3322
343,12/9/11,4,0,12,0,5,1,1,53.4634754,11.924153,0.290833,60.57878,15.8771,0.317542,69.5833,0.695833,3.443649826,0.0827167,261,3359,3620
344,12/10/11,4,0,12,0,6,0,1,52.295,11.275,0.275,55.97708,13.3206,0.266412,50.75,0.5075,9.709423321,0.233221,502,2688,3190
345,12/11/11,4,0,12,0,0,0,1,48.2974754,9.054153,0.220833,54.78386,12.6577,0.253154,49,0.49,2.770254539,0.0665417,377,2366,2743
346,12/12/11,4,0,12,0,1,1,1,49.5889754,9.771653,0.238333,56.31764,13.5098,0.270196,67.0833,0.670833,2.641541327,0.06345,143,3167,3310
347,12/13/11,4,0,12,0,2,1,1,52.8485,11.5825,0.2825,59.10242,15.0569,0.301138,59,0.59,5.851357501,0.14055,155,3368,3523
348,12/14/11,4,0,12,0,3,1,2,55.4315,13.0175,0.3175,62.45258,16.9181,0.338362,66.375,0.66375,2.537807229,0.0609583,178,3562,3740
349,12/15/11,4,0,12,0,4,1,2,63.1805,17.3225,0.4225,69.10133,20.61185,0.412237,63.4167,0.634167,11.15908621,0.268042,181,3528,3709
350,12/16/11,4,0,12,0,5,1,2,59.675,15.375,0.375,64.38425,17.99125,0.359825,50.0417,0.500417,10.84822114,0.260575,178,3399,3577
351,12/17/11,4,0,12,0,6,0,2,51.0649754,10.591653,0.258333,54.44339,12.46855,0.249371,56.0833,0.560833,10.12349377,0.243167,275,2464,2739
352,12/18/11,4,0,12,0,0,0,1,49.5889754,9.771653,0.238333,54.10211,12.27895,0.245579,58.625,0.58625,7.06821505,0.169779,220,2211,2431
353,12/19/11,4,0,12,0,1,1,1,52.4180246,11.343347,0.276667,57.28397,14.04665,0.280933,63.75,0.6375,7.197981548,0.172896,260,3143,3403
354,12/20/11,4,0,12,0,2,1,2,60.4744754,15.819153,0.385833,67.68086,19.8227,0.396454,59.5417,0.595417,2.563306741,0.0615708,216,3534,3750
355,12/21/11,1,0,12,0,3,1,2,63.6109754,17.561653,0.428333,70.52153,21.40085,0.428017,85.8333,0.858333,9.21729314,0.2214,107,2553,2660
356,12/22/11,1,0,12,0,4,1,2,63.2419754,17.356653,0.423333,70.35089,21.30605,0.426121,75.75,0.7575,1.96814604,0.047275,227,2841,3068
357,12/23/11,1,0,12,0,5,1,1,59.5519754,15.306653,0.373333,65.97617,18.87565,0.377513,68.625,0.68625,11.41737025,0.274246,163,2046,2209
358,12/24/11,1,0,12,0,6,0,1,54.3245,12.4025,0.3025,58.93178,14.9621,0.299242,54.25,0.5425,7.922708915,0.190304,155,856,1011
359,12/25/11,1,0,12,0,0,0,1,52.2789854,11.266103,0.274783,57.19649,13.99805,0.279961,68.1304,0.681304,6.456726334,0.155091,303,451,754
360,12/26/11,1,0,12,1,1,0,1,55.7443382,13.191299,0.321739,60.39815,15.77675,0.315535,50.6957,0.506957,9.969372637,0.239465,430,887,1317
361,12/27/11,1,0,12,0,2,1,2,55.985,13.325,0.325,61.48697,16.38165,0.327633,76.25,0.7625,7.845523452,0.18845,103,1059,1162
362,12/28/11,1,0,12,0,3,1,1,54.075794,12.26433,0.29913,57.19766,13.9987,0.279974,50.3913,0.503913,12.23814232,0.293961,255,2047,2302
363,12/29/11,1,0,12,0,4,1,1,50.3269754,10.181653,0.248333,55.75028,13.1946,0.263892,57.4167,0.574167,4.971343308,0.119412,254,2169,2423
364,12/30/11,1,0,12,0,5,1,1,55.0010246,12.778347,0.311667,60.69308,15.9406,0.318812,63.6667,0.636667,5.592698774,0.134337,491,2508,2999
365,12/31/11,1,0,12,0,6,0,1,62.258,16.81,0.41,69.27089,20.70605,0.414121,61.5833,0.615833,9.165419846,0.220154,665,1820,2485
366,1/1/12,1,1,1,0,0,0,1,59.306,15.17,0.37,65.80589,18.78105,0.375621,69.25,0.6925,8.000269064,0.192167,686,1608,2294
367,1/2/12,1,1,1,1,1,0,1,52.1505734,11.194763,0.273043,54.70736,12.6152,0.252304,38.1304,0.381304,13.72456614,0.329665,244,1707,1951
368,1/3/12,1,1,1,0,2,1,1,43.07,6.15,0.15,43.36475,6.31375,0.126275,44.125,0.44125,15.22356278,0.365671,89,2147,2236
369,1/4/12,1,1,1,0,3,1,2,39.9335,4.4075,0.1075,42.74033,5.96685,0.119337,41.4583,0.414583,7.689403988,0.1847,95,2273,2368
370,1/5/12,1,1,1,0,4,1,1,51.6184754,10.899153,0.265833,57.05708,13.9206,0.278412,52.4167,0.524167,5.411600196,0.129987,140,3132,3272
371,1/6/12,1,1,1,0,5,1,1,56.6615246,13.700847,0.334167,62.62403,17.01335,0.340267,54.2083,0.542083,6.990321845,0.167908,307,3791,4098
372,1/7/12,1,1,1,0,6,0,1,61.0279754,16.126653,0.393333,67.17011,19.53895,0.390779,53.1667,0.531667,7.275500066,0.174758,1070,3451,4521
373,1/8/12,1,1,1,0,0,0,1,56.9075,13.8375,0.3375,62.62322,17.0129,0.340258,46.5,0.465,7.974249153,0.191542,599,2826,3425
374,1/9/12,1,1,1,0,1,1,2,48.5435246,9.190847,0.224167,54.27311,12.37395,0.247479,70.1667,0.701667,4.117390657,0.0989,106,2270,2376
375,1/10/12,1,1,1,0,2,1,1,54.7817648,12.656536,0.308696,60.69434,15.9413,0.318826,64.6522,0.646522,7.808138044,0.187552,173,3425,3598
376,1/11/12,1,1,1,0,3,1,2,52.2335246,11.240847,0.274167,57.45389,14.14105,0.282821,84.75,0.8475,5.462973907,0.131221,92,2085,2177
377,1/12/12,1,1,1,0,4,1,2,60.2285,15.6825,0.3825,66.37442,19.0969,0.381938,80.2917,0.802917,7.533992266,0.180967,269,3828,4097
378,1/13/12,1,1,1,0,5,1,1,52.2335246,11.240847,0.274167,54.44258,12.4681,0.249362,50.75,0.5075,15.74133819,0.378108,174,3040,3214
379,1/14/12,1,1,1,0,6,0,1,45.284,7.38,0.18,48.47783,9.15435,0.183087,45.75,0.4575,7.792775889,0.187183,333,2160,2493
380,1/15/12,1,1,1,0,0,0,1,44.3000246,6.833347,0.166667,46.54625,8.08125,0.161625,41.9167,0.419167,10.46033713,0.251258,284,2027,2311
381,1/16/12,1,1,1,1,1,0,1,46.022,7.79,0.19,49.15967,9.53315,0.190663,52.25,0.5225,9.631863172,0.231358,217,2081,2298
382,1/17/12,1,1,1,0,2,1,2,59.5305734,15.294763,0.373043,64.78502,18.2139,0.364278,71.6087,0.716087,14.53493023,0.34913,127,2808,2935
383,1/18/12,1,1,1,0,3,1,1,54.3859754,12.436653,0.303333,56.77286,13.7627,0.275254,44.3333,0.443333,17.29508072,0.415429,109,3267,3376
384,1/19/12,1,1,1,0,4,1,1,46.022,7.79,0.19,49.10342,9.5019,0.190038,49.75,0.4975,9.165586373,0.220158,130,3162,3292
385,1/20/12,1,1,1,0,5,1,2,48.0515,8.9175,0.2175,51.88622,11.0479,0.220958,45,0.45,8.440859007,0.20275,115,3048,3163
386,1/21/12,1,1,1,0,6,0,2,44.7919754,7.106653,0.173333,47.73875,8.74375,0.174875,83.125,0.83125,9.268999906,0.222642,67,1234,1301
387,1/22/12,1,1,1,0,0,0,2,43.9925,6.6625,0.1625,46.6025,8.1125,0.16225,79.625,0.79625,8.311300668,0.199638,196,1781,1977
388,1/23/12,1,1,1,0,1,1,2,48.1129754,8.951653,0.218333,53.87522,12.1529,0.243058,91.125,0.91125,4.608979625,0.110708,145,2287,2432
389,1/24/12,1,1,1,0,2,1,1,57.2765,14.0425,0.3425,63.41972,17.4554,0.349108,83.5833,0.835833,5.152650045,0.123767,439,3900,4339
390,1/25/12,1,1,1,0,3,1,1,53.7095246,12.060847,0.294167,58.53389,14.74105,0.294821,64.375,0.64375,6.705684839,0.161071,467,3803,4270
391,1/26/12,1,1,1,0,4,1,2,57.2150246,14.008347,0.341667,64.0445,17.8025,0.35605,76.9583,0.769583,3.05560345,0.0733958,244,3831,4075
392,1/27/12,1,1,1,0,5,1,2,63.365,17.425,0.425,69.38447,20.76915,0.415383,74.125,0.74125,14.26586354,0.342667,269,3187,3456
393,1/28/12,1,1,1,0,6,0,1,55.3084754,12.949153,0.315833,61.37411,16.31895,0.326379,54.3333,0.543333,8.777202779,0.210829,775,3248,4023
394,1/29/12,1,1,1,0,0,0,1,52.8485,11.5825,0.2825,56.54489,13.63605,0.272721,31.125,0.31125,9.993727273,0.24005,558,2685,3243
395,1/30/12,1,1,1,0,1,1,1,51.8645246,11.035847,0.269167,55.63625,13.13125,0.262625,40.0833,0.400833,8.983821686,0.215792,126,3498,3624
396,1/31/12,1,1,1,0,2,1,1,60.782,15.99,0.39,66.31853,19.06585,0.381317,41.6667,0.416667,10.8999279,0.261817,324,4185,4509
397,2/1/12,1,1,2,0,3,1,1,66.6245246,19.235847,0.469167,73.98842,23.3269,0.466538,50.7917,0.507917,7.871210307,0.189067,304,4275,4579
398,2/2/12,1,1,2,0,4,1,2,61.4585246,16.365847,0.399167,67.90739,19.94855,0.398971,67.2917,0.672917,7.792942416,0.187187,190,3571,3761
399,2/3/12,1,1,2,0,5,1,1,55.1239754,12.846653,0.313333,59.84114,15.4673,0.309346,52.6667,0.526667,7.431119947,0.178496,310,3841,4151
400,2/4/12,1,1,2,0,6,0,2,51.4955246,10.830847,0.264167,56.54525,13.63625,0.272725,77.9583,0.779583,5.074756841,0.121896,384,2448,2832
401,2/5/12,1,1,2,0,0,0,2,51.6184754,10.899153,0.265833,55.80689,13.22605,0.264521,68.7917,0.687917,7.327040305,0.175996,318,2629,2947
402,2/6/12,1,1,2,0,1,1,1,52.8565442,11.586969,0.282609,58.67834,14.8213,0.296426,62.2174,0.622174,6.402979607,0.1538,206,3578,3784
403,2/7/12,1,1,2,0,2,1,1,58.1375246,14.520847,0.354167,64.49936,18.0552,0.361104,49.625,0.49625,6.135661453,0.147379,199,4176,4375
404,2/8/12,1,1,2,0,3,1,2,50.9420246,10.523347,0.256667,55.97789,13.32105,0.266421,72.2917,0.722917,5.56705355,0.133721,109,2693,2802
405,2/9/12,1,1,2,0,4,1,1,51.557,10.865,0.265,55.57892,13.0994,0.261988,56.2083,0.562083,8.078120637,0.194037,163,3667,3830
406,2/10/12,1,1,2,0,5,1,2,52.7254754,11.514153,0.280833,58.42022,14.6779,0.293558,54,0.54,4.867971407,0.116929,227,3604,3831
407,2/11/12,1,1,2,0,6,0,3,48.5435246,9.190847,0.224167,50.97803,10.54335,0.210867,73.125,0.73125,12.06474563,0.289796,192,1977,2169
408,2/12/12,1,1,2,0,0,0,1,41.4095,5.2275,0.1275,41.14922,5.0829,0.101658,46.4583,0.464583,17.03625547,0.409212,73,1456,1529
409,2/13/12,1,1,2,0,1,1,1,48.4205,9.1225,0.2225,52.51217,11.39565,0.227913,41.125,0.41125,6.964301935,0.167283,94,3328,3422
410,2/14/12,1,1,2,0,2,1,2,55.5545246,13.085847,0.319167,62.05514,16.6973,0.333946,50.875,0.50875,5.877543939,0.141179,135,3787,3922
411,2/15/12,1,1,2,0,3,1,1,57.7069754,14.281653,0.348333,63.64661,17.58145,0.351629,53.125,0.53125,7.560345231,0.1816,141,4028,4169
412,2/16/12,1,1,2,0,4,1,2,55.3700246,12.983347,0.316667,61.71458,16.5081,0.330162,75.2917,0.752917,3.806192526,0.091425,74,2931,3005
413,2/17/12,1,1,2,0,5,1,1,57.3379754,14.076653,0.343333,63.64661,17.58145,0.351629,63.4583,0.634583,8.569751236,0.205846,349,3805,4154
414,2/18/12,1,1,2,0,6,0,1,57.5840246,14.213347,0.346667,63.98825,17.77125,0.355425,53.4583,0.534583,7.948728825,0.190929,1435,2883,4318
415,2/19/12,1,1,2,0,0,0,2,52.664,11.48,0.28,55.92092,13.2894,0.265788,51.5833,0.515833,10.53752259,0.253112,618,2071,2689
416,2/20/12,1,1,2,1,1,0,1,52.664,11.48,0.28,56.60519,13.66955,0.273391,50.7826,0.507826,9.537150697,0.229083,502,2627,3129
417,2/21/12,1,1,2,0,2,1,1,53.2415588,11.800866,0.287826,58.56017,14.75565,0.295113,59.4348,0.594348,8.564380726,0.205717,163,3614,3777
418,2/22/12,1,1,2,0,3,1,1,61.2124754,16.229153,0.395833,67.34003,19.63335,0.392667,56.7917,0.567917,9.761463143,0.234471,394,4379,4773
419,2/23/12,1,1,2,0,4,1,1,65.5175246,18.620847,0.454167,72.00014,22.2223,0.444446,55.4583,0.554583,7.948062715,0.190913,516,4546,5062
420,2/24/12,1,1,2,0,5,1,2,62.0735,16.7075,0.4075,68.98739,20.54855,0.410971,73.75,0.7375,9.890355372,0.237567,246,3241,3487
421,2/25/12,1,1,2,0,6,0,1,53.4634754,11.924153,0.290833,55.01075,12.78375,0.255675,39.5833,0.395833,17.55373945,0.421642,317,2415,2732
422,2/26/12,1,1,2,0,0,0,1,52.6025246,11.445847,0.279167,56.14772,13.4154,0.268308,41,0.41,8.54406438,0.205229,515,2874,3389
423,2/27/12,1,1,2,0,1,1,1,59.0600246,15.033347,0.366667,64.21586,17.8977,0.357954,49.0833,0.490833,11.15871153,0.268033,253,4069,4322
424,2/28/12,1,1,2,0,2,1,1,58.5065246,14.725847,0.359167,63.81725,17.67625,0.353525,39.5833,0.395833,8.052308885,0.193417,229,4134,4363
425,2/29/12,1,1,2,0,3,1,2,57.4128824,14.118268,0.344348,63.3623,17.4235,0.34847,80.4783,0.804783,7.45697333,0.179117,65,1769,1834
426,3/1/12,1,1,3,0,4,1,1,67.8544754,19.919153,0.485833,74.78339,23.76855,0.475371,61.5417,0.615417,9.449890325,0.226987,325,4665,4990
427,3/2/12,1,1,3,0,5,1,2,58.0759754,14.486653,0.353333,64.38578,17.9921,0.359842,65.7083,0.657083,6.032622607,0.144904,246,2948,3194
428,3/3/12,1,1,3,0,6,0,2,62.5655246,16.980847,0.414167,69.21428,20.6746,0.413492,62.125,0.62125,6.706017894,0.161079,956,3110,4066
429,3/4/12,1,1,3,0,0,0,1,56.0464754,13.359153,0.325833,59.27189,15.15105,0.303021,40.3333,0.403333,13.92881203,0.334571,710,2713,3423
430,3/5/12,1,1,3,0,1,1,1,49.9579754,9.976653,0.243333,53.70539,12.05855,0.241171,50.625,0.50625,9.527783529,0.228858,203,3130,3333
431,3/6/12,1,1,3,0,2,1,1,51.0649754,10.591653,0.258333,54.95378,12.7521,0.255042,45.6667,0.456667,8.362799275,0.200875,221,3735,3956
432,3/7/12,1,1,3,0,3,1,1,61.8275246,16.570847,0.404167,66.659,19.255,0.3851,51.3333,0.513333,14.39542188,0.345779,432,4484,4916
433,3/8/12,1,1,3,0,4,1,1,70.9295,21.6275,0.5275,79.21436,26.2302,0.524604,56.75,0.5675,18.38308767,0.441563,486,4896,5382
434,3/9/12,1,1,3,0,5,1,2,62.3194754,16.844153,0.410833,67.73747,19.85415,0.397083,40.7083,0.407083,17.26889428,0.4148,447,4122,4569
435,3/10/12,1,1,3,0,6,0,1,53.2175,11.7875,0.2875,56.99903,13.88835,0.277767,35.0417,0.350417,9.398391718,0.22575,968,3150,4118
436,3/11/12,1,1,3,0,0,0,1,58.6963382,14.831299,0.361739,64.3703,17.9835,0.35967,47.6957,0.476957,9.266710154,0.222587,1658,3253,4911
437,3/12/12,1,1,3,0,1,1,1,66.4400246,19.133347,0.466667,73.36328,22.9796,0.459592,48.9167,0.489167,8.647477913,0.207713,838,4460,5298
438,3/13/12,1,1,3,0,2,1,1,73.697,23.165,0.565,80.86361,27.14645,0.542929,61.75,0.6175,9.864668516,0.23695,762,5085,5847
439,3/14/12,1,1,3,0,3,1,1,74.2505,23.4725,0.5725,81.37553,27.43085,0.548617,50.7083,0.507083,4.79024473,0.115062,997,5315,6312
440,3/15/12,1,1,3,0,4,1,1,73.1435,22.8575,0.5575,79.95425,26.64125,0.532825,57.9583,0.579583,6.239907623,0.149883,1005,5187,6192
441,3/16/12,1,1,3,0,5,1,2,64.1644754,17.869153,0.435833,71.26061,21.81145,0.436229,84.2083,0.842083,4.712393158,0.113192,548,3830,4378
442,3/17/12,1,1,3,0,6,0,2,69.9455246,21.080847,0.514167,77.45414,25.2523,0.505046,75.5833,0.755833,4.608813097,0.110704,3155,4681,7836
443,3/18/12,1,1,3,0,0,0,2,66.8705,19.3725,0.4725,73.76,23.2,0.464,81,0.81,5.282374912,0.126883,2207,3685,5892
444,3/19/12,1,1,3,0,1,1,1,72.221,22.345,0.545,79.95389,26.64105,0.532821,72.875,0.72875,6.757558133,0.162317,982,5171,6153
445,3/20/12,1,1,3,0,2,1,1,73.3894754,22.994153,0.560833,80.46797,26.92665,0.538533,80.7917,0.807917,5.04873693,0.121271,1051,5042,6093
446,3/21/12,2,1,3,0,3,1,2,71.2370246,21.798347,0.531667,78.19322,25.6629,0.513258,82.125,0.82125,3.728478339,0.0895583,1122,5108,6230
447,3/22/12,2,1,3,0,4,1,1,72.8975246,22.720847,0.554167,79.84103,26.57835,0.531567,83.125,0.83125,4.894324373,0.117562,1334,5537,6871
448,3/23/12,2,1,3,0,5,1,2,76.4030246,24.668347,0.601667,83.30603,28.50335,0.570067,69.4167,0.694167,4.841784969,0.1163,2469,5893,8362
449,3/24/12,2,1,3,0,6,0,2,69.0845,20.6025,0.5025,75.80597,24.33665,0.486733,88.5417,0.885417,8.025914288,0.192783,1033,2339,3372
450,3/25/12,2,1,3,0,0,0,2,64.2875,17.9375,0.4375,71.37392,21.8744,0.437488,88.0833,0.880833,9.191273229,0.220775,1532,3464,4996
451,3/26/12,2,1,3,0,1,1,1,64.9024754,18.279153,0.445833,71.4875,21.9375,0.43875,47.7917,0.477917,16.10407656,0.386821,795,4763,5558
452,3/27/12,2,1,3,0,2,1,1,55.8619754,13.256653,0.323333,60.40886,15.7827,0.315654,29,0.29,7.793150576,0.187192,531,4571,5102
453,3/28/12,2,1,3,0,3,1,1,67.7315246,19.850847,0.484167,74.3855,23.5475,0.47095,48.125,0.48125,12.14280536,0.291671,674,5024,5698
454,3/29/12,2,1,3,0,4,1,1,68.4695246,20.260847,0.494167,75.40736,24.1152,0.482304,43.9167,0.439167,13.30762309,0.31965,834,5299,6133
455,3/30/12,2,1,3,0,5,1,2,59.306,15.17,0.37,65.80589,18.78105,0.375621,58.0833,0.580833,5.7479856,0.138067,796,4663,5459
456,3/31/12,2,1,3,0,6,0,2,63.3035246,17.390847,0.424167,69.95372,21.0854,0.421708,73.8333,0.738333,10.43365111,0.250617,2301,3934,6235
457,4/1/12,2,1,4,0,0,0,2,63.4264754,17.459153,0.425833,69.55583,20.86435,0.417287,67.625,0.67625,7.17179511,0.172267,2347,3694,6041
458,4/2/12,2,1,4,0,1,1,1,64.0227794,17.790433,0.433913,70.47617,21.37565,0.427513,50.4348,0.504348,12.99492621,0.312139,1208,4728,5936
459,4/3/12,2,1,4,0,2,1,1,66.4400246,19.133347,0.466667,73.53347,23.07415,0.461483,39.6667,0.396667,4.168722737,0.100133,1348,5424,6772
460,4/4/12,2,1,4,0,3,1,1,71.9750246,22.208347,0.541667,80.0105,26.6725,0.53345,46.9583,0.469583,7.534325321,0.180975,1058,5378,6436
461,4/5/12,2,1,4,0,4,1,1,64.103,17.835,0.435,70.80467,21.55815,0.431163,37.4167,0.374167,9.139399935,0.219529,1192,5265,6457
462,4/6/12,2,1,4,0,5,1,1,61.7659754,16.536653,0.403333,67.16903,19.53835,0.390767,37.7083,0.377083,12.50571026,0.300388,1807,4653,6460
463,4/7/12,2,1,4,0,6,0,1,64.2875,17.9375,0.4375,70.35161,21.30645,0.426129,25.4167,0.254167,11.44339017,0.274871,3252,3605,6857
464,4/8/12,2,1,4,0,0,0,1,68.9,20.5,0.5,76.31825,24.62125,0.492425,27.5833,0.275833,9.683403411,0.232596,2230,2939,5169
465,4/9/12,2,1,4,0,1,1,1,68.1005246,20.055847,0.489167,74.89742,23.8319,0.476638,31.75,0.3175,14.91236465,0.358196,905,4680,5585
466,4/10/12,2,1,4,0,2,1,1,64.9640246,18.313347,0.446667,71.26097,21.81165,0.436233,43.5,0.435,10.38194434,0.249375,819,5099,5918
467,4/11/12,2,1,4,0,3,1,1,57.7337648,14.296536,0.348696,62.35466,16.8637,0.337274,46.9565,0.469565,12.29280494,0.295274,482,4380,4862
468,4/12/12,2,1,4,0,4,1,1,61.3355,16.2975,0.3975,66.88436,19.3802,0.387604,46.625,0.46625,12.0910986,0.290429,663,4746,5409
469,4/13/12,2,1,4,0,5,1,1,64.6565,18.1425,0.4425,70.86272,21.5904,0.431808,40.8333,0.408333,6.47254644,0.155471,1252,5146,6398
470,4/14/12,2,1,4,0,6,0,1,68.531,20.295,0.495,75.91964,24.3998,0.487996,50.2917,0.502917,7.948229243,0.190917,2795,4665,7460
471,4/15/12,2,1,4,0,0,0,1,76.7720246,24.873347,0.606667,83.64875,28.69375,0.573875,50.7917,0.507917,9.372538335,0.225129,2846,4286,7132
472,4/16/12,2,1,4,1,1,0,1,81.0155246,27.230847,0.664167,87.34325,30.74625,0.614925,56.1667,0.561667,11.8579602,0.284829,1198,5172,6370
473,4/17/12,2,1,4,0,2,1,1,76.8949754,24.941653,0.608333,85.86383,29.92435,0.598487,39.0417,0.390417,11.3916834,0.273629,989,5702,6691
474,4/18/12,2,1,4,0,3,1,2,66.1939754,18.996653,0.463333,73.13342,22.8519,0.457038,56.9167,0.569167,6.990488373,0.167912,347,4020,4367
475,4/19/12,2,1,4,0,4,1,1,68.7769754,20.431653,0.498333,76.37414,24.6523,0.493046,61.25,0.6125,2.744755027,0.0659292,846,5719,6565
476,4/20/12,2,1,4,0,5,1,1,70.8680246,21.593347,0.526667,78.41975,25.78875,0.515775,69.4583,0.694583,6.23940804,0.149871,1340,5950,7290
477,4/21/12,2,1,4,0,6,0,1,74.066,23.37,0.57,80.86289,27.14605,0.542921,68.2917,0.682917,11.80625343,0.283587,2541,4083,6624
478,4/22/12,2,1,4,0,0,0,3,61.2740246,16.263347,0.396667,67.05536,19.4752,0.389504,83.5417,0.835417,14.3440898,0.344546,120,907,1027
479,4/23/12,2,1,4,0,1,1,2,55.7390246,13.188347,0.321667,59.10125,15.05625,0.301125,76.6667,0.766667,12.63510207,0.303496,195,3019,3214
480,4/24/12,2,1,4,0,2,1,1,62.5039754,16.946653,0.413333,68.47547,20.26415,0.405283,45.4167,0.454167,10.38227739,0.249383,518,5115,5633
481,4/25/12,2,1,4,0,3,1,1,67.1780246,19.543347,0.476667,74.32853,23.51585,0.470317,42.7917,0.427917,4.945531557,0.118792,655,5541,6196
482,4/26/12,2,1,4,0,4,1,2,68.7769754,20.431653,0.498333,75.52247,24.17915,0.483583,75.6667,0.756667,7.353226743,0.176625,475,4551,5026
483,4/27/12,2,1,4,0,5,1,1,65.7635,18.7575,0.4575,72.73733,22.63185,0.452637,40.0833,0.400833,14.47260734,0.347633,1014,5219,6233
484,4/28/12,2,1,4,0,6,0,2,59.7980246,15.443347,0.376667,65.97536,18.8752,0.377504,48.9583,0.489583,5.411100614,0.129975,1120,3100,4220
485,4/29/12,2,1,4,0,0,0,1,65.8249754,18.791653,0.458333,72.51089,22.50605,0.450121,58.7083,0.587083,4.867097138,0.116908,2229,4075,6304
486,4/30/12,2,1,4,0,1,1,2,66.2555246,19.030847,0.464167,73.19264,22.8848,0.457696,57,0.57,7.145608672,0.171638,665,4907,5572
487,5/1/12,2,1,5,0,2,1,2,77.2639754,25.146653,0.613333,83.93189,28.85105,0.577021,65.9583,0.659583,6.49856635,0.156096,653,5087,5740
488,5/2/12,2,1,5,0,3,1,1,73.6355246,23.130847,0.564167,80.41064,26.8948,0.537896,79.7083,0.797083,5.747610914,0.138058,667,5502,6169
489,5/3/12,2,1,5,0,4,1,2,73.328,22.96,0.56,80.35178,26.8621,0.537242,76.8333,0.768333,5.566012753,0.133696,764,5657,6421
490,5/4/12,2,1,5,0,5,1,1,78.3095,25.7275,0.6275,85.18253,29.54585,0.590917,73.5417,0.735417,6.783411516,0.162938,1069,5227,6296
491,5/5/12,2,1,5,0,6,0,2,77.8790246,25.488347,0.621667,84.61472,29.2304,0.584608,75.6667,0.756667,6.369341066,0.152992,2496,4387,6883
492,5/6/12,2,1,5,0,0,0,2,73.5125,23.0625,0.5625,81.20633,27.33685,0.546737,74,0.74,6.239741095,0.149879,2135,4224,6359
493,5/7/12,2,1,5,0,1,1,2,71.6675,22.0375,0.5375,79.44278,26.3571,0.527142,66.4167,0.664167,9.605343679,0.230721,1008,5265,6273
494,5/8/12,2,1,5,0,2,1,2,74.9270246,23.848347,0.581667,82.17239,27.87355,0.557471,68.5833,0.685833,12.324237,0.296029,738,4990,5728
495,5/9/12,2,1,5,0,3,1,2,74.435,23.575,0.575,81.77225,27.65125,0.553025,74.4167,0.744167,9.009633437,0.216412,620,4097,4717
496,5/10/12,2,1,5,0,4,1,1,69.3304754,20.739153,0.505833,76.26047,24.58915,0.491783,55.2083,0.552083,13.0750259,0.314063,1026,5546,6572
497,5/11/12,2,1,5,0,5,1,1,71.3599754,21.866653,0.533333,78.87497,26.04165,0.520833,36.0417,0.360417,9.864127302,0.236937,1319,5711,7030
498,5/12/12,2,1,5,0,6,0,1,73.6355246,23.130847,0.564167,81.03353,27.24085,0.544817,48.0417,0.480417,5.126255448,0.123133,2622,4807,7429
499,5/13/12,2,1,5,0,0,0,1,77.2025,25.1125,0.6125,84.67142,29.2619,0.585238,57.625,0.57625,9.372038752,0.225117,2172,3946,6118
500,5/14/12,2,1,5,0,1,1,2,74.3119754,23.506653,0.573333,81.491,27.495,0.5499,78.9583,0.789583,8.854762929,0.212692,342,2501,2843
501,5/15/12,2,1,5,0,2,1,2,77.1410246,25.078347,0.611667,83.87636,28.8202,0.576404,79.4583,0.794583,6.136202667,0.147392,625,4490,5115
502,5/16/12,2,1,5,0,3,1,1,78.9860246,26.103347,0.636667,85.63775,29.79875,0.595975,69.7917,0.697917,5.100402065,0.122512,991,6433,7424
503,5/17/12,2,1,5,0,4,1,1,75.7879754,24.326653,0.593333,83.53517,28.63065,0.572613,52,0.52,9.553470385,0.229475,1242,6142,7384
504,5/18/12,2,1,5,0,5,1,1,73.6355246,23.130847,0.564167,81.60089,27.55605,0.551121,52.3333,0.523333,5.695945779,0.136817,1521,6118,7639
505,5/19/12,2,1,5,0,6,0,1,76.28,24.6,0.6,83.02172,28.3454,0.566908,45.625,0.45625,3.496035192,0.083975,3410,4884,8294
506,5/20/12,2,1,5,0,0,0,1,77.8174754,25.454153,0.620833,84.55703,29.19835,0.583967,53.0417,0.530417,10.58977057,0.254367,2704,4425,7129
507,5/21/12,2,1,5,0,1,1,2,76.1569754,24.531653,0.598333,82.91003,28.28335,0.565667,81.125,0.81125,9.70871558,0.233204,630,3729,4359
508,5/22/12,2,1,5,0,2,1,2,77.387,25.215,0.615,84.27425,29.04125,0.580825,76.5833,0.765833,4.919511646,0.118167,819,5254,6073
509,5/23/12,2,1,5,0,3,1,2,77.8790246,25.488347,0.621667,84.61508,29.2306,0.584612,77.4583,0.774583,4.246449414,0.102,766,4494,5260
510,5/24/12,2,1,5,0,4,1,1,80.339,26.855,0.655,86.603,30.335,0.6067,71.6667,0.716667,7.197981548,0.172896,1059,5711,6770
511,5/25/12,2,1,5,0,5,1,1,82.184,27.88,0.68,88.47761,31.37645,0.627529,74.7083,0.747083,5.851357501,0.14055,1417,5317,6734
512,5/26/12,2,1,5,0,6,0,1,83.1065,28.3925,0.6925,89.84264,32.1348,0.642696,73.25,0.7325,8.284406488,0.198992,2855,3681,6536
